reviewer_initials,study_ID,full_citation,Journal,publication_year,country,international_collaboration,DOI,publication_type,random_assignment,blind_measurement,protocol_registration,raw_data_availability,source_code_availability,funding_disclosed,funding_potential_COI,COI_disclosed,species,experimental_system,experimental_unit,intervention_name,intervention_category,probiotic,mineral,vitamin ,algal_species,multiple_inclusion_levels,control_diet,outcome_comment,outcome_category,repeated_measures,study_conditions,challenge_category,Notes
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,grapeseed extract,Terrestrial extract,,,,,Yes,No supplement,survival,Survival,Yes,Basal,Not applicable,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,grapeseed extract,Terrestrial extract,,,,,Yes,No supplement,feed intake ,Feed behaviour,No,Basal,Not applicable,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,grapeseed extract,Terrestrial extract,,,,,Yes,No supplement,"oxygen consumption, ammonia excretion",Metabolic performance,No,Basal,Not applicable,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,grapeseed extract,Terrestrial extract,,,,,Yes,No supplement,"phagocytic activity, THC",Innate immunity,No,Basal,Not applicable,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,grapeseed extract,Terrestrial extract,,,,,Yes,No supplement,survival,Survival,Yes,Challenge,Thermal challenge,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,grapeseed extract,Terrestrial extract,,,,,Yes,No supplement,feed intake ,Feed behaviour,No,Challenge,Thermal challenge,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,grapeseed extract,Terrestrial extract,,,,,Yes,No supplement,"oxygen consumption, ammonia excretion",Metabolic performance,No,Challenge,Thermal challenge,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,grapeseed extract,Terrestrial extract,,,,,Yes,No supplement,"phagocytic activity, THC",Innate immunity,No,Challenge,Thermal challenge,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,peanut extract,Terrestrial extract,,,,,Yes,No supplement,survival,Survival,Yes,Basal,Not applicable,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,peanut extract,Terrestrial extract,,,,,Yes,No supplement,feed intake ,Feed behaviour,No,Basal,Not applicable,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,peanut extract,Terrestrial extract,,,,,Yes,No supplement,"oxygen consumption, ammonia excretion",Metabolic performance,No,Basal,Not applicable,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,peanut extract,Terrestrial extract,,,,,Yes,No supplement,"phagocytic activity, THC",Innate immunity,No,Basal,Not applicable,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,peanut extract,Terrestrial extract,,,,,Yes,No supplement,survival,Survival,Yes,Challenge,Thermal challenge,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,peanut extract,Terrestrial extract,,,,,Yes,No supplement,feed intake ,Feed behaviour,No,Challenge,Thermal challenge,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,peanut extract,Terrestrial extract,,,,,Yes,No supplement,"oxygen consumption, ammonia excretion",Metabolic performance,No,Challenge,Thermal challenge,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,peanut extract,Terrestrial extract,,,,,Yes,No supplement,"phagocytic activity, THC",Innate immunity,No,Challenge,Thermal challenge,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,green tea extract,Terrestrial extract,,,,,Yes,No supplement,survival,Survival,Yes,Basal,Not applicable,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,green tea extract,Terrestrial extract,,,,,Yes,No supplement,feed intake ,Feed behaviour,No,Basal,Not applicable,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,green tea extract,Terrestrial extract,,,,,Yes,No supplement,"oxygen consumption, ammonia excretion",Metabolic performance,No,Basal,Not applicable,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,green tea extract,Terrestrial extract,,,,,Yes,No supplement,"phagocytic activity, THC",Innate immunity,No,Basal,Not applicable,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,green tea extract,Terrestrial extract,,,,,Yes,No supplement,survival,Survival,Yes,Challenge,Thermal challenge,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,green tea extract,Terrestrial extract,,,,,Yes,No supplement,feed intake ,Feed behaviour,No,Challenge,Thermal challenge,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,green tea extract,Terrestrial extract,,,,,Yes,No supplement,"oxygen consumption, ammonia excretion",Metabolic performance,No,Challenge,Thermal challenge,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,green tea extract,Terrestrial extract,,,,,Yes,No supplement,"phagocytic activity, THC",Innate immunity,No,Challenge,Thermal challenge,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin C,Vitamin,,,vitamin C,,Yes,No supplement,feed intake ,Feed behaviour,No,Basal,Not applicable,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin C + green tea extract,Combination,,,,,No,No supplement,survival,Survival,Yes,Basal,Not applicable,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin C + green tea extract,Combination,,,,,No,No supplement,feed intake ,Feed behaviour,No,Basal,Not applicable,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin C + green tea extract,Combination,,,,,No,No supplement,"oxygen consumption, ammonia excretion",Metabolic performance,No,Basal,Not applicable,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin C + green tea extract,Combination,,,,,No,No supplement,"phagocytic activity, THC",Innate immunity,No,Basal,Not applicable,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin C + green tea extract,Combination,,,,,No,No supplement,survival,Survival,Yes,Challenge,Thermal challenge,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin C + green tea extract,Combination,,,,,No,No supplement,feed intake ,Feed behaviour,No,Challenge,Thermal challenge,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin C + green tea extract,Combination,,,,,No,No supplement,"oxygen consumption, ammonia excretion",Metabolic performance,No,Challenge,Thermal challenge,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin C + green tea extract,Combination,,,,,No,No supplement,"phagocytic activity, THC",Innate immunity,No,Challenge,Thermal challenge,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin C,Vitamin,,,vitamin C,,Yes,No supplement,"phagocytic activity, THC",Innate immunity,No,Basal,Not applicable,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin C,Vitamin,,,vitamin C,,Yes,No supplement,"oxygen consumption, ammonia excretion",Metabolic performance,No,Basal,Not applicable,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin C,Vitamin,,,vitamin C,,Yes,No supplement,survival,Survival,Yes,Basal,Not applicable,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin C,Vitamin,,,vitamin C,,Yes,No supplement,feed intake ,Feed behaviour,No,Challenge,Thermal challenge,
RP,S001,"Duong, D. N., Qin, J. G., Harris, J. O., Hoang, T. H., Bansemer, M. S., Currie, K. L., Phan-Thien, K. Y., Dowell, A., & Stone, D. A. J. (2016). Effects of dietary grape seed extract, green tea extract, peanut extract and vitamin C supplementation on metabolism and survival of greenlip abalone (Haliotis laevigata Donovan) cultured at high temperature. Aquaculture, 464. https://doi.org/10.1016/j.aquaculture.2016.07.011",Aquaculture,2016,Australia,No,doi.org/10.1016/j.aquaculture.2016.07.011,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin C,Vitamin,,,vitamin C,,Yes,No supplement,"phagocytic activity, THC",Innate immunity,No,Challenge,Thermal challenge,
